elapsed_time,power,smooth_power
0 days 00:22:48,460.0,315.9
0 days 00:22:49,403.0,316.3666666666667
0 days 00:22:50,487.0,309.53333333333336
0 days 00:22:51,501.0,299.6
0 days 00:22:52,486.0,297.6333333333333
0 days 00:22:53,413.0,294.3666666666667
0 days 00:22:54,462.0,291.2
0 days 00:22:55,349.0,289.3
0 days 00:22:56,439.0,290.4
0 days 00:22:57,389.0,288.8333333333333
0 days 00:22:58,356.0,286.53333333333336
0 days 00:22:59,332.0,285.8333333333333
0 days 00:23:00,308.0,280.46666666666664
0 days 00:23:01,231.0,272.5
0 days 00:23:02,102.0,264.3333333333333
0 days 00:23:03,26.0,252.73333333333332
0 days 00:23:04,144.0,237.4
0 days 00:23:05,180.0,223.96666666666667
0 days 00:23:06,223.0,207.73333333333332
0 days 00:23:07,124.0,191.03333333333333
0 days 00:23:08,85.0,174.83333333333334
0 days 00:23:09,114.0,161.06666666666666
0 days 00:23:10,224.0,145.66666666666666
0 days 00:23:11,179.0,134.03333333333333
0 days 00:23:12,111.0,119.4
0 days 00:23:13,145.0,106.43333333333334
0 days 00:23:14,129.0,94.56666666666666
0 days 00:23:15,120.0,88.06666666666666
0 days 00:23:16,45.0,81.5
0 days 00:23:17,15.0,76.56666666666666
0 days 00:23:18,0.0,76.26666666666667
0 days 00:23:19,0.0,78.23333333333333
0 days 00:23:20,0.0,76.26666666666667
0 days 00:23:21,0.0,70.36666666666666
0 days 00:23:22,0.0,63.266666666666666
0 days 00:23:23,0.0,59.63333333333333
0 days 00:23:24,0.0,58.53333333333333
0 days 00:23:25,0.0,59.96666666666667
0 days 00:23:26,0.0,58.766666666666666
0 days 00:23:27,0.0,59.06666666666667
0 days 00:23:28,0.0,59.06666666666667
0 days 00:23:29,137.0,57.8
0 days 00:23:30,111.0,57.13333333333333
0 days 00:23:31,83.0,56.766666666666666
0 days 00:23:32,93.0,55.266666666666666
0 days 00:23:33,85.0,54.766666666666666
0 days 00:23:34,85.0,54.766666666666666
0 days 00:23:35,3.0,54.766666666666666
0 days 00:23:36,10.0,54.766666666666666
0 days 00:23:37,15.0,54.766666666666666
0 days 00:23:38,52.0,54.766666666666666
0 days 00:23:39,157.0,54.766666666666666
0 days 00:23:40,188.0,66.76666666666667
0 days 00:23:41,188.0,80.66666666666667
0 days 00:23:42,111.0,94.2
0 days 00:23:43,107.0,109.43333333333334
0 days 00:23:44,109.0,120.6
0 days 00:23:45,109.0,124.7
0 days 00:23:46,0.0,137.93333333333334
0 days 00:23:47,0.0,151.26666666666668
0 days 00:23:48,0.0,165.03333333333333
0 days 00:23:49,0.0,179.46666666666667
0 days 00:23:50,0.0,193.73333333333332
0 days 00:23:51,0.0,209.8
0 days 00:23:52,0.0,225.6
0 days 00:23:53,0.0,239.26666666666668
0 days 00:23:54,360.0,247.8
0 days 00:23:55,417.0,253.3
0 days 00:23:56,406.0,257.56666666666666
0 days 00:23:57,457.0,260.53333333333336
0 days 00:23:58,335.0,265.56666666666666
0 days 00:23:59,260.0,269.6
0 days 00:24:00,508.0,273.56666666666666
0 days 00:24:01,483.0,276.3
0 days 00:24:02,506.0,283.1333333333333
0 days 00:24:03,518.0,291.9
0 days 00:24:04,513.0,303.6666666666667
0 days 00:24:05,485.0,315.43333333333334
0 days 00:24:06,484.0,330.4
0 days 00:24:07,425.0,343.1666666666667
0 days 00:24:08,308.0,355.23333333333335
0 days 00:24:09,322.0,364.56666666666666
0 days 00:24:10,316.0,358.46666666666664
0 days 00:24:11,277.0,348.76666666666665
0 days 00:24:12,262.0,339.1
0 days 00:24:13,228.0,330.8
0 days 00:24:14,228.0,330.8666666666667
0 days 00:24:15,191.0,336.4
0 days 00:24:16,205.0,327.4
0 days 00:24:17,263.0,318.6333333333333
0 days 00:24:18,353.0,307.56666666666666
0 days 00:24:19,353.0,294.3333333333333
0 days 00:24:20,449.0,285.3666666666667
0 days 00:24:21,383.0,275.8333333333333
0 days 00:24:22,362.0,267.73333333333335
0 days 00:24:23,280.0,261.4
0 days 00:24:24,177.0,263.3666666666667
0 days 00:24:25,126.0,268.6333333333333
0 days 00:24:26,116.0,271.8
0 days 00:24:27,208.0,275.5
0 days 00:24:28,337.0,281.03333333333336
0 days 00:24:29,426.0,286.03333333333336
0 days 00:24:30,238.0,286.76666666666665
0 days 00:24:31,220.0,291.5
0 days 00:24:32,174.0,295.76666666666665
0 days 00:24:33,121.0,299.4
0 days 00:24:34,244.0,300.4
0 days 00:24:35,199.0,300.46666666666664
0 days 00:24:36,241.0,297.56666666666666
0 days 00:24:37,235.0,296.76666666666665
0 days 00:24:38,367.0,296.96666666666664
0 days 00:24:39,480.0,300.8333333333333
0 days 00:24:40,411.0,303.93333333333334
0 days 00:24:41,388.0,307.93333333333334
0 days 00:24:42,428.0,312.23333333333335
0 days 00:24:43,378.0,315.3333333333333
0 days 00:24:44,250.0,314.2
0 days 00:24:45,333.0,310.1666666666667
0 days 00:24:46,333.0,312.3
0 days 00:24:47,372.0,314.8333333333333
0 days 00:24:48,383.0,317.1333333333333
0 days 00:24:49,355.0,320.46666666666664
0 days 00:24:50,362.0,318.03333333333336
0 days 00:24:51,359.0,316.93333333333334
0 days 00:24:52,368.0,315.2
0 days 00:24:53,396.0,316.23333333333335
0 days 00:24:54,270.0,314.53333333333336
0 days 00:24:55,246.0,305.2
0 days 00:24:56,245.0,297.06666666666666
0 days 00:24:57,301.0,289.4
0 days 00:24:58,303.0,280.76666666666665
0 days 00:24:59,305.0,272.2
0 days 00:25:00,302.0,266.8
0 days 00:25:01,296.0,258.23333333333335
0 days 00:25:02,243.0,249.66666666666666
0 days 00:25:03,221.0,238.1
0 days 00:25:04,171.0,227.16666666666666
0 days 00:25:05,166.0,220.86666666666667
0 days 00:25:06,189.0,214.86666666666667
0 days 00:25:07,266.0,206.46666666666667
0 days 00:25:08,316.0,196.13333333333333
0 days 00:25:09,200.0,183.36666666666667
0 days 00:25:10,167.0,174.73333333333332
0 days 00:25:11,158.0,166.8
0 days 00:25:12,169.0,161.3
0 days 00:25:13,121.0,160.73333333333332
0 days 00:25:14,88.0,158.53333333333333
0 days 00:25:15,76.0,154.3
0 days 00:25:16,76.0,147.53333333333333
0 days 00:25:17,25.0,140.66666666666666
0 days 00:25:18,55.0,135.9
0 days 00:25:19,166.0,131.86666666666667
0 days 00:25:20,182.0,127.26666666666667
0 days 00:25:21,107.0,121.73333333333333
0 days 00:25:22,58.0,115.43333333333334
0 days 00:25:23,13.0,106.56666666666666
0 days 00:25:24,11.0,96.03333333333333
0 days 00:25:25,8.0,89.36666666666666
0 days 00:25:26,80.0,83.8
0 days 00:25:27,284.0,90.1
0 days 00:25:28,237.0,99.76666666666667
0 days 00:25:29,178.0,109.3
0 days 00:25:30,99.0,117.3
0 days 00:25:31,90.0,125.13333333333334
0 days 00:25:32,100.0,134.4
0 days 00:25:33,100.0,144.93333333333334
0 days 00:25:34,33.0,154.4
0 days 00:25:35,0.0,159.7
0 days 00:25:36,0.0,164.06666666666666
0 days 00:25:37,0.0,170.4
0 days 00:25:38,0.0,178.83333333333334
0 days 00:25:39,0.0,188.46666666666667
0 days 00:25:40,0.0,196.8
0 days 00:25:41,347.0,204.5
0 days 00:25:42,459.0,210.13333333333333
0 days 00:25:43,407.0,210.56666666666666
0 days 00:25:44,328.0,214.4
0 days 00:25:45,311.0,224.13333333333333
0 days 00:25:46,354.0,231.66666666666666
0 days 00:25:47,341.0,238.06666666666666
0 days 00:25:48,339.0,242.0
0 days 00:25:49,325.0,246.43333333333334
0 days 00:25:50,313.0,254.1
0 days 00:25:51,297.0,263.03333333333336
0 days 00:25:52,311.0,270.6333333333333
0 days 00:25:53,302.0,279.26666666666665
0 days 00:25:54,261.0,287.6
0 days 00:25:55,239.0,295.53333333333336
0 days 00:25:56,249.0,305.8666666666667
0 days 00:25:57,297.0,303.3
0 days 00:25:58,352.0,297.0
0 days 00:25:59,470.0,292.5
0 days 00:26:00,325.0,289.3666666666667
0 days 00:26:01,282.0,287.0
0 days 00:26:02,218.0,283.26666666666665
0 days 00:26:03,233.0,286.96666666666664
0 days 00:26:04,263.0,294.8
0 days 00:26:05,268.0,304.1666666666667
0 days 00:26:06,228.0,312.8
0 days 00:26:07,259.0,324.6666666666667
0 days 00:26:08,250.0,334.43333333333334
0 days 00:26:09,238.0,341.8333333333333
0 days 00:26:10,310.0,349.76666666666665
0 days 00:26:11,270.0,356.96666666666664
0 days 00:26:12,270.0,366.1
0 days 00:26:13,272.0,375.3
0 days 00:26:14,234.0,381.46666666666664
0 days 00:26:15,240.0,383.7
0 days 00:26:16,242.0,389.76666666666665
0 days 00:26:17,452.0,398.03333333333336
0 days 00:26:18,574.0,407.3666666666667
0 days 00:26:19,606.0,414.6
0 days 00:26:20,572.0,421.4
0 days 00:26:21,653.0,430.43333333333334
0 days 00:26:22,604.0,440.5
0 days 00:26:23,524.0,446.3
0 days 00:26:24,499.0,452.8333333333333
0 days 00:26:25,455.0,459.46666666666664
0 days 00:26:26,523.0,463.7
0 days 00:26:27,573.0,461.96666666666664
0 days 00:26:28,537.0,452.96666666666664
0 days 00:26:29,537.0,443.9
0 days 00:26:30,507.0,436.1
0 days 00:26:31,530.0,428.1
0 days 00:26:32,498.0,420.03333333333336
0 days 00:26:33,450.0,404.96666666666664
0 days 00:26:34,467.0,385.8333333333333
0 days 00:26:35,539.0,365.6333333333333
0 days 00:26:36,530.0,346.56666666666666
0 days 00:26:37,433.0,324.8
0 days 00:26:38,446.0,304.6666666666667
0 days 00:26:39,437.0,287.2
0 days 00:26:40,437.0,279.8965517241379
0 days 00:26:41,218.0,273.64285714285717
0 days 00:26:42,0.0,264.4074074074074
0 days 00:26:43,0.0,252.53846153846155
0 days 00:26:44,0.0,241.16
0 days 00:26:45,0.0,228.83333333333334
0 days 00:26:46,0.0,216.7391304347826
0 days 00:26:47,0.0,202.5
0 days 00:26:48,0.0,188.42857142857142
0 days 00:26:49,0.0,175.35
0 days 00:26:50,0.0,160.0
0 days 00:26:51,0.0,138.94444444444446
0 days 00:26:52,0.0,115.94117647058823
0 days 00:26:53,0.0,96.125
